metabarcoding_id	sequence_length_bp	mag_id	contig	rrna_hit	identity_percent	function_source	key_functions_top5	mag_products_top5	mag_ec_top5	mag_cog_top5	heatwave - dying	heatwave-no sings of necrosis	pre-heatwave- healthy	post heatwave- healthy	heatwave-showing sings of necrosis	source_report
c0b0379cdae395e65eac877fef39483e	1350	GCA_965208255.1	ENA|OZ242324|OZ242324.1	GCA_965208255.1|ENA|OZ242324|OZ242324.1|16S|1299490-1301036	97.70	mag_products_top	Insertion sequence IS5376 putative ATP-binding protein (n=26) | Putative transposase for insertion sequence element IS5376 (n=24) | Dipeptidyl-peptidase 5 (n=15) | putative protein (n=13) | Glutamyl-tRNA(Gln) amidotransferase subunit A (n=9)	Insertion sequence IS5376 putative ATP-binding protein (n=26) | Putative transposase for insertion sequence element IS5376 (n=24) | Dipeptidyl-peptidase 5 (n=15) | putative protein (n=13) | Glutamyl-tRNA(Gln) amidotransferase subunit A (n=9)	3.1.-.- (n=19) | 3.4.14.- (n=16) | 7.6.2.- (n=13) | 6.3.5.7 (n=9) | 1.1.1.100 (n=8)	COG0823 (n=16) | COG0405 (n=10) | COG1028 (n=9) | COG3653 (n=9) | COG1629 (n=8)	0.0062	0.0013	0.0029	0.0011	0.0058	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
c682f617442c036ec0c067272c7c5b6c	1354	GCA_965207315.1	ENA|OZ242277|OZ242277.1	GCA_965207315.1|ENA|OZ242277|OZ242277.1|18S|2503054-2503935	99.20	mag_products_top	putative protein (n=25) | Dipeptidyl-peptidase 5 (n=10) | N-substituted formamide deformylase (n=8) | Insertion sequence IS5376 putative ATP-binding protein (n=7) | N-acyl-D-glutamate deacylase (n=6)	putative protein (n=25) | Dipeptidyl-peptidase 5 (n=10) | N-substituted formamide deformylase (n=8) | Insertion sequence IS5376 putative ATP-binding protein (n=7) | N-acyl-D-glutamate deacylase (n=6)	3.1.-.- (n=38) | 3.4.14.- (n=12) | 7.6.2.- (n=12) | 3.5.1.91 (n=8) | 2.1.1.72 (n=8)	COG1373 (n=14) | COG1848 (n=11) | COG0823 (n=10) | COG0520 (n=10) | COG3653 (n=9)	0.0045	0.0294	0.0096	0.0268	0.0224	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
c984481bb410125e062356d51d028cec	1324	GCA_963663255.1	ENA|OY760141|OY760141.1	GCA_963663255.1|ENA|OY760141|OY760141.1|16S|3181971-3183473	98.70	mag_products_top	putative protein (n=40) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=14) | Acyl-CoA dehydrogenase IpdE1 (n=10) | High-affinity branched-chain amino acid transport ATP-binding protein LivF (n=10) | Feruloyl-CoA synthase (n=9)	putative protein (n=40) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=14) | Acyl-CoA dehydrogenase IpdE1 (n=10) | High-affinity branched-chain amino acid transport ATP-binding protein LivF (n=10) | Feruloyl-CoA synthase (n=9)	1.3.99.- (n=39) | 1.1.1.- (n=34) | 1.-.-.- (n=25) | 1.1.1.100 (n=20) | 7.1.1.- (n=18)	COG1028 (n=55) | COG1960 (n=40) | COG2124 (n=30) | COG1024 (n=28) | COG0318 (n=28)	0.0038	0.0074	0.0020	0.0234	0.0105	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
ca9702943046c0a915d6e4446da0bfca	1347	GCA_963667625.1	ENA|OY763921|OY763921.1	GCA_963667625.1|ENA|OY763921|OY763921.1|16S|823446-824971	98.40	mag_products_top	putative protein (n=16) | RNA-guided DNA endonuclease TnpB (n=9) | Insertion sequence IS5376 putative ATP-binding protein (n=4) | Long-chain-fatty-acid--CoA ligase (n=4) | Acyl-CoA dehydrogenase (n=3)	putative protein (n=16) | RNA-guided DNA endonuclease TnpB (n=9) | Insertion sequence IS5376 putative ATP-binding protein (n=4) | Long-chain-fatty-acid--CoA ligase (n=4) | Acyl-CoA dehydrogenase (n=3)	3.1.-.- (n=12) | 7.1.1.- (n=11) | 3.1.21.- (n=9) | 3.6.4.12 (n=4) | 6.2.1.3 (n=4)	COG0675 (n=9) | COG2141 (n=6) | COG0318 (n=6) | COG1373 (n=6) | COG0451 (n=5)	0.0000	0.0000	0.0000	0.0000	0.0000	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
cb16dd2b22ad9ac6a2d3c18ba124aa83	1307	CAXXON01	ENA|CAXXON010000003|CAXXON010000003.1	CAXXON01|ENA|CAXXON010000003|CAXXON010000003.1|16S|1475957-1477442	99.70	mag_products_top	putative protein (n=21) | L-lactate transporter (n=15) | Alkanal monooxygenase alpha chain (n=11) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=11) | Oxygen-dependent choline dehydrogenase (n=9)	putative protein (n=21) | L-lactate transporter (n=15) | Alkanal monooxygenase alpha chain (n=11) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=11) | Oxygen-dependent choline dehydrogenase (n=9)	1.1.1.- (n=13) | 1.1.1.100 (n=12) | 1.14.14.3 (n=11) | 3.1.-.- (n=11) | 2.2.1.6 (n=10)	COG1028 (n=20) | COG2223 (n=15) | COG2141 (n=15) | COG1804 (n=10) | COG1024 (n=10)	0.0001	0.0021	0.0021	0.0026	0.0069	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
cc2ab37b51e288ed01d540f059589876	1496	odSpoOffi2.metagenome.1.primary	ctg21642c	odSpoOffi2.metagenome.1.primary|ctg21642c|16S|2309073-2310621	98.60	contig_annotation_highlights	putative protein (n=30) | Arylsulfatase (n=12) | Quinate/shikimate dehydrogenase (quinone) (n=12) | N-acetylgalactosamine-6-O-sulfatase (n=11) | Ulvan-active sulfatase (n=10)				0.1419	0.0252	0.0244	0.0190	0.0299	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
cc9cd8541f288916abc1c5386415c752	1367	GCA_965207315.1	ENA|OZ242277|OZ242277.1	GCA_965207315.1|ENA|OZ242277|OZ242277.1|18S|2503054-2503935	97.70	mag_products_top	putative protein (n=25) | Dipeptidyl-peptidase 5 (n=10) | N-substituted formamide deformylase (n=8) | Insertion sequence IS5376 putative ATP-binding protein (n=7) | N-acyl-D-glutamate deacylase (n=6)	putative protein (n=25) | Dipeptidyl-peptidase 5 (n=10) | N-substituted formamide deformylase (n=8) | Insertion sequence IS5376 putative ATP-binding protein (n=7) | N-acyl-D-glutamate deacylase (n=6)	3.1.-.- (n=38) | 3.4.14.- (n=12) | 7.6.2.- (n=12) | 3.5.1.91 (n=8) | 2.1.1.72 (n=8)	COG1373 (n=14) | COG1848 (n=11) | COG0823 (n=10) | COG0520 (n=10) | COG3653 (n=9)	0.0015	0.0000	0.0000	0.0000	0.0000	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
cd899f920d93297cdf41edcb18350ffa	1328	GCA_965208155.1	ENA|OZ242322|OZ242322.1	GCA_965208155.1|ENA|OZ242322|OZ242322.1|16S|2075441-2076966	97.60	mag_products_top	putative protein (n=28) | Insertion sequence IS5376 putative ATP-binding protein (n=20) | RNA-guided DNA endonuclease TnpB (n=8) | Tyrosine recombinase XerC (n=5) | Long-chain-fatty-acid--CoA ligase (n=4)	putative protein (n=28) | Insertion sequence IS5376 putative ATP-binding protein (n=20) | RNA-guided DNA endonuclease TnpB (n=8) | Tyrosine recombinase XerC (n=5) | Long-chain-fatty-acid--CoA ligase (n=4)	3.1.-.- (n=22) | 7.1.1.- (n=11) | 3.1.21.- (n=8) | 2.7.7.6 (n=4) | 3.6.4.12 (n=4)	COG1373 (n=19) | COG0675 (n=8) | COG0451 (n=7) | COG0318 (n=6) | COG2141 (n=4)	0.0123	0.0031	0.0116	0.0025	0.0000	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
cdccd49da9ccbeb382b39482a5aa1cfb	1345	GCA_963667115.1	ENA|OY763007|OY763007.1	GCA_963667115.1|ENA|OY763007|OY763007.1|16S|2503313-2504835	97.90	mag_products_top	putative protein YagA (n=18) | putative protein (n=11) | 3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase (n=4) | Regulatory protein AtoC (n=4) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=3)	putative protein YagA (n=18) | putative protein (n=11) | 3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase (n=4) | Regulatory protein AtoC (n=4) | 3-oxoacyl-[acyl-carrier-protein] reductase FabG (n=3)	7.1.1.- (n=23) | 3.1.-.- (n=10) | 3.4.24.- (n=5) | 3.4.-.- (n=5) | 3.4.21.107 (n=5)	COG2801 (n=19) | COG2204 (n=7) | COG0451 (n=5) | COG1028 (n=5) | COG0265 (n=5)	0.0040	0.0045	0.0000	0.0000	0.0035	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
d0dfdda5f3e5b1fa0df83c66e85a6114	1233	odSpoOffi2.metagenome.1.primary	ctg16643l	odSpoOffi2.metagenome.1.primary|ctg16643l|16S|23658-25156	96.50	contig_annotation_highlights	Fumarate hydratase class II (n=1) | Oxygen-dependent choline dehydrogenase (n=1) | Glutamate synthase [NADPH] small chain (n=1) | Ferredoxin-dependent glutamate synthase 1 (n=1) | Ribosomal silencing factor RsfS (n=1)				0.0027	0.0049	0.0039	0.0184	0.0148	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
d11d9356a78b2805c21b87728d908447	1334	CAXXRU01	ENA|CAXXRU010000002|CAXXRU010000002.1	CAXXRU01|ENA|CAXXRU010000002|CAXXRU010000002.1|16S|595987-597530	97.70	mag_products_top	High-affinity branched-chain amino acid transport ATP-binding protein LivF (n=5) | 4-methylaminobutanoate oxidase (formaldehyde-forming) (n=5) | High-affinity branched-chain amino acid transport system permease protein LivH (n=4) | Glycine betaine methyltransferase (n=4) | Gamma-aminobutyric acid-binding protein (n=4)	High-affinity branched-chain amino acid transport ATP-binding protein LivF (n=5) | 4-methylaminobutanoate oxidase (formaldehyde-forming) (n=5) | High-affinity branched-chain amino acid transport system permease protein LivH (n=4) | Glycine betaine methyltransferase (n=4) | Gamma-aminobutyric acid-binding protein (n=4)	3.1.-.- (n=8) | 1.5.3.19 (n=5) | 7.5.2.- (n=4) | 1.-.-.- (n=4) | 2.1.1.376 (n=4)	COG0583 (n=5) | COG0410 (n=5) | COG3842 (n=4) | COG1177 (n=4) | COG4663 (n=4)	0.0049	0.0068	0.0097	0.0022	0.0075	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
d2292a6d3c2c97280bd82c74a7ee2559	1389	GCA_963666325.1	ENA|OY762706|OY762706.1	GCA_963666325.1|ENA|OY762706|OY762706.1|16S|1938350-1939852	99.30	mag_products_top	putative protein (n=30) | Glycerol dehydrogenase large subunit (n=6) | Quinohemoprotein alcohol dehydrogenase ADH IIB (n=6) | Toxin RTX-I translocation ATP-binding protein (n=6) | Toxin FitB (n=6)	putative protein (n=30) | Glycerol dehydrogenase large subunit (n=6) | Quinohemoprotein alcohol dehydrogenase ADH IIB (n=6) | Toxin RTX-I translocation ATP-binding protein (n=6) | Toxin FitB (n=6)	3.1.-.- (n=33) | 7.1.1.- (n=12) | 1.3.99.- (n=10) | 1.-.-.- (n=9) | 1.1.9.1 (n=8)	COG1373 (n=25) | COG1960 (n=10) | COG4993 (n=10) | COG1136 (n=7) | COG1804 (n=7)	0.0090	0.0094	0.0112	0.0020	0.0145	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
d3be5605202dce1d1a85a34a6a6c5b42	1308	GCA_965207035.1	ENA|OZ242259|OZ242259.1	GCA_965207035.1|ENA|OZ242259|OZ242259.1|16S|3998946-4000426	98.20	mag_products_top	Ulvan-active sulfatase (n=43) | Arylsulfatase (n=34) | N-acetylgalactosamine-6-O-sulfatase (n=32) | putative protein (n=17) | Sulfatase (n=12)	Ulvan-active sulfatase (n=43) | Arylsulfatase (n=34) | N-acetylgalactosamine-6-O-sulfatase (n=32) | putative protein (n=17) | Sulfatase (n=12)	3.1.6.- (n=98) | 3.1.-.- (n=37) | 3.1.6.1 (n=34) | 7.6.2.- (n=18) | 1.-.-.- (n=12)	COG3119 (n=113) | COG4948 (n=25) | COG0673 (n=13) | COG1028 (n=11) | COG1136 (n=9)	0.0094	0.0047	0.0033	0.0010	0.0048	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
d828ab4e875340d683dc86776b291540	1354	GCA_965207315.1	ENA|OZ242277|OZ242277.1	GCA_965207315.1|ENA|OZ242277|OZ242277.1|18S|2503054-2503935	96.70	mag_products_top	putative protein (n=25) | Dipeptidyl-peptidase 5 (n=10) | N-substituted formamide deformylase (n=8) | Insertion sequence IS5376 putative ATP-binding protein (n=7) | N-acyl-D-glutamate deacylase (n=6)	putative protein (n=25) | Dipeptidyl-peptidase 5 (n=10) | N-substituted formamide deformylase (n=8) | Insertion sequence IS5376 putative ATP-binding protein (n=7) | N-acyl-D-glutamate deacylase (n=6)	3.1.-.- (n=38) | 3.4.14.- (n=12) | 7.6.2.- (n=12) | 3.5.1.91 (n=8) | 2.1.1.72 (n=8)	COG1373 (n=14) | COG1848 (n=11) | COG0823 (n=10) | COG0520 (n=10) | COG3653 (n=9)	0.0120	0.0010	0.0000	0.0000	0.0036	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
dced0c541b19a7bcb2be7fb5d490a930	1784	GCA_963663945.1	ENA|OY760687|OY760687.1	GCA_963663945.1|ENA|OY760687|OY760687.1|16S|2836405-2837914	99.70	mag_products_top	Insertion sequence IS5376 putative ATP-binding protein (n=34) | putative protein (n=22) | Alkanal monooxygenase alpha chain (n=20) | Oxygen-dependent choline dehydrogenase (n=15) | L-lactate transporter (n=14)	Insertion sequence IS5376 putative ATP-binding protein (n=34) | putative protein (n=22) | Alkanal monooxygenase alpha chain (n=20) | Oxygen-dependent choline dehydrogenase (n=15) | L-lactate transporter (n=14)	1.14.14.3 (n=20) | 3.1.-.- (n=17) | 1.1.1.- (n=16) | 2.8.3.15 (n=16) | 1.1.99.1 (n=15)	COG0601 (n=19) | COG1028 (n=19) | COG1804 (n=16) | COG2303 (n=15) | COG2141 (n=14)	0.0036	0.0073	0.0058	0.0410	0.0138	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
de4b5a8931a32852842ebf2d2ad838a7	1710	GCA_963666325.1	ENA|OY762706|OY762706.1	GCA_963666325.1|ENA|OY762706|OY762706.1|16S|1938349-1939892	99.50	mag_products_top	putative protein (n=30) | Glycerol dehydrogenase large subunit (n=6) | Quinohemoprotein alcohol dehydrogenase ADH IIB (n=6) | Toxin RTX-I translocation ATP-binding protein (n=6) | Toxin FitB (n=6)	putative protein (n=30) | Glycerol dehydrogenase large subunit (n=6) | Quinohemoprotein alcohol dehydrogenase ADH IIB (n=6) | Toxin RTX-I translocation ATP-binding protein (n=6) | Toxin FitB (n=6)	3.1.-.- (n=33) | 7.1.1.- (n=12) | 1.3.99.- (n=10) | 1.-.-.- (n=9) | 1.1.9.1 (n=8)	COG1373 (n=25) | COG1960 (n=10) | COG4993 (n=10) | COG1136 (n=7) | COG1804 (n=7)	0.0187	0.0063	0.0131	0.0355	0.0128	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
e044f0133e007e6e28779f027fed2330	1332	CBDBMQ01	ENA|CBDBMQ010000033|CBDBMQ010000033.1	CBDBMQ01|ENA|CBDBMQ010000033|CBDBMQ010000033.1|16S|81134-82650	98.30	mag_products_top	Putative nuclease YhcG (n=2) | Ulvan-active sulfatase (n=2) | Gluconolactonase (n=2) | Chaperone MoxR1 (n=2) | N-acetylmuramic acid 6-phosphate etherase (n=1)	Putative nuclease YhcG (n=2) | Ulvan-active sulfatase (n=2) | Gluconolactonase (n=2) | Chaperone MoxR1 (n=2) | N-acetylmuramic acid 6-phosphate etherase (n=1)	3.1.-.- (n=3) | 3.1.6.- (n=2) | 6.1.1.20 (n=2) | 3.1.1.17 (n=2) | 4.2.1.33 (n=2)	COG4804 (n=2) | COG3119 (n=2) | COG0714 (n=2) | COG3386 (n=2) | COG2030 (n=1)	0.0009	0.0115	0.0000	0.0046	0.0018	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
e7e974d8c1cfbaa854f89ba2139ab35b	1348	GCA_963663195.1	ENA|OY760136|OY760136.1	GCA_963663195.1|ENA|OY760136|OY760136.1|16S|1696941-1698482	98.20	mag_products_top	Quinohemoprotein alcohol dehydrogenase ADH-IIG (n=23) | Quinoprotein glucose dehydrogenase (n=22) | Quinate/shikimate dehydrogenase (quinone) (n=16) | Quinohemoprotein alcohol dehydrogenase ADH IIB (n=15) | putative protein (n=12)	Quinohemoprotein alcohol dehydrogenase ADH-IIG (n=23) | Quinoprotein glucose dehydrogenase (n=22) | Quinate/shikimate dehydrogenase (quinone) (n=16) | Quinohemoprotein alcohol dehydrogenase ADH IIB (n=15) | putative protein (n=12)	1.1.9.1 (n=41) | 3.1.-.- (n=32) | 1.1.5.2 (n=22) | 1.1.5.8 (n=16) | 7.6.2.- (n=14)	COG4993 (n=38) | COG1848 (n=10) | COG2133 (n=9) | COG1136 (n=8) | COG2801 (n=7)	0.0072	0.0027	0.0094	0.0065	0.0034	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
ea087d7f55f6e161084064877ee0bd7e	2423	odSpoOffi2.metagenome.1.primary	ctg6320l	odSpoOffi2.metagenome.1.primary|ctg6320l|16S|3442-5013	98.80	contig_annotation_highlights	No non-hypothetical CDS annotations recorded on this contig.				0.0004	0.0279	0.0147	0.0088	0.0145	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
eba9119a20a65016266d5821dae40fd0	1348	GCA_963665785.1	ENA|OY762456|OY762456.1	GCA_963665785.1|ENA|OY762456|OY762456.1|16S|629608-631151	99.60	mag_products_top	putative protein (n=25) | putative protein YejA (n=24) | Ulvan-active sulfatase (n=16) | Arylsulfatase (n=14) | Iron and copper transporter IacT (n=10)	putative protein (n=25) | putative protein YejA (n=24) | Ulvan-active sulfatase (n=16) | Arylsulfatase (n=14) | Iron and copper transporter IacT (n=10)	3.1.6.- (n=27) | 3.1.-.- (n=20) | 1.3.99.- (n=17) | 3.1.6.1 (n=14) | 7.1.1.- (n=13)	COG3119 (n=34) | COG1028 (n=26) | COG4166 (n=26) | COG1024 (n=21) | COG1960 (n=19)	0.0016	0.0031	0.0046	0.0001	0.0082	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
ee417bd0bbd030321220eec801e24a0b	1343	odSpoOffi2.metagenome.1.primary	ctg16972l	odSpoOffi2.metagenome.1.primary|ctg16972l|16S|5037-6577	97.50	contig_annotation_highlights	Metalloprotease PmbA (n=1) | Metalloprotease TldD (n=1) | Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase (n=1) | Cysteine synthase (n=1) | tRNA N6-adenosine threonylcarbamoyltransferase (n=1)				0.0010	0.0048	0.0000	0.0037	0.0117	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
ef507bdfc53682f71952123776de8af0	1407	CBDBPM01	ENA|CBDBPM010000002|CBDBPM010000002.1	CBDBPM01|ENA|CBDBPM010000002|CBDBPM010000002.1|16S|1651132-1652681	97.90	mag_products_top	RNA-guided DNA endonuclease TnpB (n=23) | putative protein (n=15) | Arylsulfatase (n=15) | Putative transposase InsK for insertion sequence element IS150 (n=14) | Macrolide export ATP-binding/permease protein MacB (n=12)	RNA-guided DNA endonuclease TnpB (n=23) | putative protein (n=15) | Arylsulfatase (n=15) | Putative transposase InsK for insertion sequence element IS150 (n=14) | Macrolide export ATP-binding/permease protein MacB (n=12)	1.1.1.- (n=35) | 7.6.2.- (n=29) | 3.1.21.- (n=23) | 2.7.11.1 (n=23) | 3.1.6.- (n=21)	COG3119 (n=40) | COG0673 (n=34) | COG4948 (n=29) | COG0675 (n=23) | COG5285 (n=17)	0.0040	0.0036	0.0040	0.0011	0.0080	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
efd4f1fb3aab2fa3b3f5b44f69bf88cb	1315	CBDBNE01	ENA|CBDBNE010000005|CBDBNE010000005.1	CBDBNE01|ENA|CBDBNE010000005|CBDBNE010000005.1|16S|276540-278030	97.70	mag_products_top	Single-stranded DNA-binding protein (n=4) | Protein TraC (n=3) | C4-dicarboxylate TRAP transporter large permease protein DctM (n=2) | Caffeine dehydrogenase subunit alpha (n=2) | putative HTH-type transcriptional regulator YbaQ (n=2)	Single-stranded DNA-binding protein (n=4) | Protein TraC (n=3) | C4-dicarboxylate TRAP transporter large permease protein DctM (n=2) | Caffeine dehydrogenase subunit alpha (n=2) | putative HTH-type transcriptional regulator YbaQ (n=2)	1.17.5.2 (n=4) | 1.14.13.- (n=2) | 7.5.2.- (n=2) | 4.1.2.32 (n=2) | 1.8.4.- (n=2)	COG0410 (n=2) | COG1137 (n=2) | COG0559 (n=2) | COG0404 (n=2) | COG0625 (n=2)	0.0138	0.0157	0.0115	0.0045	0.0010	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
f1631a39b177b67e75384f86c97ccfeb	1331	GCA_963666465.1	ENA|OY762824|OY762824.1	GCA_963666465.1|ENA|OY762824|OY762824.1|16S|2987133-2988665	96.20	mag_products_top	putative protein (n=37) | Prophage integrase IntA (n=11) | Alpha-ketoglutarate-dependent taurine dioxygenase (n=7) | putative protein YejA (n=7) | Putative coenzyme F420-dependent oxidoreductase (n=7)	putative protein (n=37) | Prophage integrase IntA (n=11) | Alpha-ketoglutarate-dependent taurine dioxygenase (n=7) | putative protein YejA (n=7) | Putative coenzyme F420-dependent oxidoreductase (n=7)	3.1.-.- (n=42) | 1.-.-.- (n=21) | 1.3.99.- (n=17) | 1.1.1.- (n=15) | 7.1.1.- (n=14)	COG1028 (n=26) | COG1024 (n=23) | COG2141 (n=19) | COG1960 (n=17) | COG1804 (n=15)	0.0032	0.0120	0.0035	0.0032	0.0094	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
f3cc8a6cc8fa57f10d9b5d459d9d732c	1324	CBDBMQ01	ENA|CBDBMQ010000033|CBDBMQ010000033.1	CBDBMQ01|ENA|CBDBMQ010000033|CBDBMQ010000033.1|16S|81134-82650	96.80	mag_products_top	Putative nuclease YhcG (n=2) | Ulvan-active sulfatase (n=2) | Gluconolactonase (n=2) | Chaperone MoxR1 (n=2) | N-acetylmuramic acid 6-phosphate etherase (n=1)	Putative nuclease YhcG (n=2) | Ulvan-active sulfatase (n=2) | Gluconolactonase (n=2) | Chaperone MoxR1 (n=2) | N-acetylmuramic acid 6-phosphate etherase (n=1)	3.1.-.- (n=3) | 3.1.6.- (n=2) | 6.1.1.20 (n=2) | 3.1.1.17 (n=2) | 4.2.1.33 (n=2)	COG4804 (n=2) | COG3119 (n=2) | COG0714 (n=2) | COG3386 (n=2) | COG2030 (n=1)	0.0000	0.0000	0.0085	0.0002	0.0000	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
f48863676db92631d0f5cb7a08288fac	1308	odSpoOffi2.metagenome.1.primary	ctg21550l	odSpoOffi2.metagenome.1.primary|ctg21550l|16S|127865-129369	97.00	contig_annotation_highlights	putative protein (n=22) | Steroid C26-monooxygenase (n=6) | 4-methylaminobutanoate oxidase (formaldehyde-forming) (n=5) | Putative acyl-CoA dehydrogenase FadE17 (n=4) | Alpha-ketoglutarate-dependent taurine dioxygenase (n=4)				0.0013	0.0022	0.0077	0.0002	0.0012	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
f87ceeb996935ed0d436c31ad7f31c51	1359	odSpoOffi2.metagenome.1.primary	ctg21660l	odSpoOffi2.metagenome.1.primary|ctg21660l|16S|5267184-5268733	97.90	contig_annotation_highlights	putative protein (n=34) | DNA-invertase hin (n=16) | putative protein YagA (n=13) | Succinate--glutarate CoA-transferase (n=12) | Beta sliding clamp (n=11)				0.0016	0.0051	0.0001	0.0085	0.0019	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
f960324f570a864337ffbca45181dd0d	1424	odSpoOffi2.metagenome.1.primary	ctg21660l	odSpoOffi2.metagenome.1.primary|ctg21660l|16S|5267184-5268733	96.80	contig_annotation_highlights	putative protein (n=34) | DNA-invertase hin (n=16) | putative protein YagA (n=13) | Succinate--glutarate CoA-transferase (n=12) | Beta sliding clamp (n=11)				0.0009	0.0065	0.0038	0.0138	0.0037	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
ff1c7b272c2c6d341f3eaed4af46c482	1351	CBDBOS01	ENA|CBDBOS010000002|CBDBOS010000002.1	CBDBOS01|ENA|CBDBOS010000002|CBDBOS010000002.1|16S|631472-633014	99.00	mag_products_top	Tyrosine recombinase XerC (n=11) | Tyrosine recombinase XerD (n=9) | putative protein (n=8) | 4-methylaminobutanoate oxidase (formaldehyde-forming) (n=7) | Glycine betaine methyltransferase (n=7)	Tyrosine recombinase XerC (n=11) | Tyrosine recombinase XerD (n=9) | putative protein (n=8) | 4-methylaminobutanoate oxidase (formaldehyde-forming) (n=7) | Glycine betaine methyltransferase (n=7)	7.1.1.- (n=14) | 3.1.-.- (n=7) | 1.5.3.19 (n=7) | 2.1.1.376 (n=7) | 1.5.3.1 (n=5)	COG4974 (n=8) | COG5598 (n=7) | COG1028 (n=6) | COG0583 (n=6) | COG4973 (n=5)	0.0043	0.0110	0.0262	0.0025	0.0146	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
ff63fa8f92640a46266d2caad7f90fcb	1323	CBDBMQ01	ENA|CBDBMQ010000033|CBDBMQ010000033.1	CBDBMQ01|ENA|CBDBMQ010000033|CBDBMQ010000033.1|18S|81776-82644	96.00	mag_products_top	Putative nuclease YhcG (n=2) | Ulvan-active sulfatase (n=2) | Gluconolactonase (n=2) | Chaperone MoxR1 (n=2) | N-acetylmuramic acid 6-phosphate etherase (n=1)	Putative nuclease YhcG (n=2) | Ulvan-active sulfatase (n=2) | Gluconolactonase (n=2) | Chaperone MoxR1 (n=2) | N-acetylmuramic acid 6-phosphate etherase (n=1)	3.1.-.- (n=3) | 3.1.6.- (n=2) | 6.1.1.20 (n=2) | 3.1.1.17 (n=2) | 4.2.1.33 (n=2)	COG4804 (n=2) | COG3119 (n=2) | COG0714 (n=2) | COG3386 (n=2) | COG2030 (n=1)	0.0078	0.0049	0.0014	0.0001	0.0080	/mnt/c/Users/maork/Documents/Papers/CoSMIC side kick/cosmic_llm_report_1112-ASVs.md
